,time,row_384,column_384,rfu_value,replicate,sample_set,standard_conc,reporter,gRNA,target_DNA,target_DNA_input_concentration,target_DNA_input_DNA_molecules,hours,minutes,seconds,cas12a_timing,cas12a_minutes
13244,11:20:00,M,23,45.79,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,20,00,3hr,180
13246,11:20:00,O,23,27.188000000000002,,,,r17U-TTATT-phos,,,,,11,20,00,,
13248,11:30:00,A,1,569.8330000000001,a,NANCI_UMP_standard,10,,,,,,11,30,00,NANCI_UMP_standard,0
13249,11:30:00,B,1,559.836,b,NANCI_UMP_standard,10,,,,,,11,30,00,NANCI_UMP_standard,0
13250,11:30:00,C,1,548.411,c,NANCI_UMP_standard,10,,,,,,11,30,00,NANCI_UMP_standard,0
13252,11:30:00,E,1,645.525,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,30mins,30
13254,11:30:00,G,1,765.49,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,1hr,60
13256,11:30:00,I,1,1302.476,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,2hr,120
13258,11:30:00,K,1,1229.64,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13260,11:30:00,M,1,6245.315,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13262,11:30:00,O,1,7266.445,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13264,11:30:00,A,3,298.48400000000004,a,NANCI_UMP_standard,5,,,,,,11,30,00,NANCI_UMP_standard,0
13265,11:30:00,B,3,312.76599999999996,b,NANCI_UMP_standard,5,,,,,,11,30,00,NANCI_UMP_standard,0
13266,11:30:00,C,3,339.901,c,NANCI_UMP_standard,5,,,,,,11,30,00,NANCI_UMP_standard,0
13268,11:30:00,E,3,109.96799999999999,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,30mins,30
13270,11:30:00,G,3,149.95600000000002,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,1hr,60
13272,11:30:00,I,3,211.36700000000002,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,2hr,120
13274,11:30:00,K,3,221.364,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,3hr,180
13276,11:30:00,M,3,4807.165,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,30,00,3hr,180
13278,11:30:00,O,3,5244.18,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,30,00,3hr,180
13280,11:30:00,A,5,155.66899999999998,a,NANCI_UMP_standard,2.5,,,,,,11,30,00,NANCI_UMP_standard,0
13281,11:30:00,B,5,149.95600000000002,b,NANCI_UMP_standard,2.5,,,,,,11,30,00,NANCI_UMP_standard,0
13282,11:30:00,C,5,161.381,c,NANCI_UMP_standard,2.5,,,,,,11,30,00,NANCI_UMP_standard,0
13284,11:30:00,E,5,77.12,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,30mins,30
13286,11:30:00,G,5,78.548,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,1hr,60
13288,11:30:00,I,5,61.411,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,2hr,120
13290,11:30:00,K,5,81.405,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,3hr,180
13292,11:30:00,M,5,2539.257,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,30,00,3hr,180
13294,11:30:00,O,5,2663.506,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,30,00,3hr,180
13296,11:30:00,A,7,75.692,a,NANCI_UMP_standard,1.25,,,,,,11,30,00,NANCI_UMP_standard,0
13297,11:30:00,B,7,91.402,b,NANCI_UMP_standard,1.25,,,,,,11,30,00,NANCI_UMP_standard,0
13298,11:30:00,C,7,89.97399999999999,c,NANCI_UMP_standard,1.25,,,,,,11,30,00,NANCI_UMP_standard,0
13300,11:30:00,E,7,47.129,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,30mins,30
13302,11:30:00,G,7,62.839,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,1hr,60
13304,11:30:00,I,7,59.982,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,2hr,120
13306,11:30:00,K,7,59.982,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,3hr,180
13308,11:30:00,M,7,2360.738,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,30,00,3hr,180
13310,11:30:00,O,7,2569.248,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,30,00,3hr,180
13312,11:30:00,A,9,72.836,a,NANCI_UMP_standard,0.625,,,,,,11,30,00,NANCI_UMP_standard,0
13313,11:30:00,B,9,64.267,b,NANCI_UMP_standard,0.625,,,,,,11,30,00,NANCI_UMP_standard,0
13314,11:30:00,C,9,58.553999999999995,c,NANCI_UMP_standard,0.625,,,,,,11,30,00,NANCI_UMP_standard,0
13316,11:30:00,E,9,671.232,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,30mins,30
13318,11:30:00,G,9,819.76,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,1hr,60
13320,11:30:00,I,9,1319.614,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,2hr,120
13322,11:30:00,K,9,1318.1860000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13324,11:30:00,M,9,47.129,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13326,11:30:00,O,9,49.985,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,11,30,00,3hr,180
13328,11:30:00,A,11,54.27,a,NANCI_UMP_standard,0.3125,,,,,,11,30,00,NANCI_UMP_standard,0
13329,11:30:00,B,11,49.985,b,NANCI_UMP_standard,0.3125,,,,,,11,30,00,NANCI_UMP_standard,0
13330,11:30:00,C,11,35.704,c,NANCI_UMP_standard,0.3125,,,,,,11,30,00,NANCI_UMP_standard,0
13332,11:30:00,E,11,92.83,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,30mins,30
13334,11:30:00,G,11,167.09400000000002,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,1hr,60
13336,11:30:00,I,11,259.92400000000004,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,2hr,120
13338,11:30:00,K,11,281.346,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,3hr,180
13340,11:30:00,M,11,45.701,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,30,00,3hr,180
13342,11:30:00,O,11,65.695,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,11,30,00,3hr,180
13344,11:30:00,A,13,29.991,a,NANCI_UMP_standard,0.15625,,,,,,11,30,00,NANCI_UMP_standard,0
13345,11:30:00,B,13,19.994,b,NANCI_UMP_standard,0.15625,,,,,,11,30,00,NANCI_UMP_standard,0
13346,11:30:00,C,13,35.704,c,NANCI_UMP_standard,0.15625,,,,,,11,30,00,NANCI_UMP_standard,0
13348,11:30:00,E,13,71.408,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,30mins,30
13350,11:30:00,G,13,54.27,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,1hr,60
13352,11:30:00,I,13,74.264,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,2hr,120
13354,11:30:00,K,13,64.267,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,3hr,180
13356,11:30:00,M,13,5899.701999999999,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13358,11:30:00,O,13,18.566,,,,r17U-TTATT-phos,,,,,11,30,00,,
13360,11:30:00,A,15,8.568999999999999,a,NANCI_UMP_standard,0.078125,,,,,,11,30,00,NANCI_UMP_standard,0
13361,11:30:00,B,15,28.563000000000002,b,NANCI_UMP_standard,0.078125,,,,,,11,30,00,NANCI_UMP_standard,0
13362,11:30:00,C,15,17.137999999999998,c,NANCI_UMP_standard,0.078125,,,,,,11,30,00,NANCI_UMP_standard,0
13364,11:30:00,E,15,69.98,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,30mins,30
13366,11:30:00,G,15,49.985,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,1hr,60
13368,11:30:00,I,15,49.985,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,2hr,120
13370,11:30:00,K,15,48.556999999999995,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,3hr,180
13372,11:30:00,M,15,5475.541,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,30,00,3hr,180
13374,11:30:00,O,15,21.421999999999997,,,,r17U-TTATT-phos,,,,,11,30,00,,
13376,11:30:00,A,17,15.71,a,NANCI_UMP_standard,0.0390625,,,,,,11,30,00,NANCI_UMP_standard,0
13377,11:30:00,B,17,17.137999999999998,b,NANCI_UMP_standard,0.0390625,,,,,,11,30,00,NANCI_UMP_standard,0
13378,11:30:00,C,17,19.994,c,NANCI_UMP_standard,0.0390625,,,,,,11,30,00,NANCI_UMP_standard,0
13380,11:30:00,E,17,591.256,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,30mins,30
13382,11:30:00,G,17,751.209,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,1hr,60
13384,11:30:00,I,17,1242.494,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,2hr,120
13386,11:30:00,K,17,1322.47,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13388,11:30:00,M,17,1166.8010000000002,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,30,00,3hr,180
13390,11:30:00,O,17,27.135,,,,r17U-TTATT-phos,,,,,11,30,00,,
13392,11:30:00,A,19,12.853,a,NANCI_UMP_standard,0.0195312,,,,,,11,30,00,NANCI_UMP_standard,0
13393,11:30:00,B,19,14.282,b,NANCI_UMP_standard,0.0195312,,,,,,11,30,00,NANCI_UMP_standard,0
13394,11:30:00,C,19,14.282,c,NANCI_UMP_standard,0.0195312,,,,,,11,30,00,NANCI_UMP_standard,0
13396,11:30:00,E,19,125.678,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,30mins,30
13398,11:30:00,G,19,137.10299999999998,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,1hr,60
13400,11:30:00,I,19,194.229,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,2hr,120
13402,11:30:00,K,19,279.918,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,30,00,3hr,180
13404,11:30:00,M,19,2289.33,b,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,30,00,3hr,180
13406,11:30:00,O,19,1.4280000000000002,,,,r17U-TTATT-phos,,,,,11,30,00,,
13408,11:30:00,A,21,18.566,a,NANCI_UMP_standard,0.0097656,,,,,,11,30,00,NANCI_UMP_standard,0
13409,11:30:00,B,21,27.135,b,NANCI_UMP_standard,0.0097656,,,,,,11,30,00,NANCI_UMP_standard,0
13410,11:30:00,C,21,11.425,c,NANCI_UMP_standard,0.0097656,,,,,,11,30,00,NANCI_UMP_standard,0
13412,11:30:00,E,21,44.273,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,30mins,30
13414,11:30:00,G,21,61.411,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,1hr,60
13416,11:30:00,I,21,58.553999999999995,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,2hr,120
13418,11:30:00,K,21,69.98,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,30,00,3hr,180
13420,11:30:00,M,21,48.556999999999995,b,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,30,00,3hr,180
13422,11:30:00,O,21,24.279,,,,r17U-TTATT-phos,,,,,11,30,00,,
13424,11:30:00,A,23,24.279,a,NANCI_UMP_standard,0,,,,,,11,30,00,NANCI_UMP_standard,0
13425,11:30:00,B,23,19.994,b,NANCI_UMP_standard,0,,,,,,11,30,00,NANCI_UMP_standard,0
13426,11:30:00,C,23,29.991,c,NANCI_UMP_standard,0,,,,,,11,30,00,NANCI_UMP_standard,0
13428,11:30:00,E,23,51.413999999999994,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,30mins,30
13430,11:30:00,G,23,42.845,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,1hr,60
13432,11:30:00,I,23,42.845,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,2hr,120
13434,11:30:00,K,23,48.556999999999995,c,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,30,00,3hr,180
13436,11:30:00,M,23,54.27,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,30,00,3hr,180
13438,11:30:00,O,23,11.425,,,,r17U-TTATT-phos,,,,,11,30,00,,
13440,11:40:00,A,1,541.344,a,NANCI_UMP_standard,10,,,,,,11,40,00,NANCI_UMP_standard,0
13441,11:40:00,B,1,584.308,b,NANCI_UMP_standard,10,,,,,,11,40,00,NANCI_UMP_standard,0
13442,11:40:00,C,1,525.591,c,NANCI_UMP_standard,10,,,,,,11,40,00,NANCI_UMP_standard,0
13444,11:40:00,E,1,668.804,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,30mins,30
13446,11:40:00,G,1,738.9780000000001,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,1hr,60
13448,11:40:00,I,1,1231.63,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,2hr,120
13450,11:40:00,K,1,1250.248,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13452,11:40:00,M,1,6059.334,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13454,11:40:00,O,1,6783.991,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13456,11:40:00,A,3,254.919,a,NANCI_UMP_standard,5,,,,,,11,40,00,NANCI_UMP_standard,0
13457,11:40:00,B,3,286.426,b,NANCI_UMP_standard,5,,,,,,11,40,00,NANCI_UMP_standard,0
13458,11:40:00,C,3,284.993,c,NANCI_UMP_standard,5,,,,,,11,40,00,NANCI_UMP_standard,0
13460,11:40:00,E,3,93.088,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,30mins,30
13462,11:40:00,G,3,167.55900000000003,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,1hr,60
13464,11:40:00,I,3,206.226,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,2hr,120
13466,11:40:00,K,3,246.326,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,3hr,180
13468,11:40:00,M,3,4695.948,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,40,00,3hr,180
13470,11:40:00,O,3,5019.609,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,40,00,3hr,180
13472,11:40:00,A,5,179.016,a,NANCI_UMP_standard,2.5,,,,,,11,40,00,NANCI_UMP_standard,0
13473,11:40:00,B,5,161.83,b,NANCI_UMP_standard,2.5,,,,,,11,40,00,NANCI_UMP_standard,0
13474,11:40:00,C,5,163.263,c,NANCI_UMP_standard,2.5,,,,,,11,40,00,NANCI_UMP_standard,0
13476,11:40:00,E,5,74.471,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,30mins,30
13478,11:40:00,G,5,41.532,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,1hr,60
13480,11:40:00,I,5,73.039,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,2hr,120
13482,11:40:00,K,5,97.385,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,3hr,180
13484,11:40:00,M,5,2464.6929999999998,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,40,00,3hr,180
13486,11:40:00,O,5,2627.955,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,h37rV,100ng,2E7,11,40,00,3hr,180
13488,11:40:00,A,7,78.767,a,NANCI_UMP_standard,1.25,,,,,,11,40,00,NANCI_UMP_standard,0
13489,11:40:00,B,7,93.088,b,NANCI_UMP_standard,1.25,,,,,,11,40,00,NANCI_UMP_standard,0
13490,11:40:00,C,7,107.41,c,NANCI_UMP_standard,1.25,,,,,,11,40,00,NANCI_UMP_standard,0
13492,11:40:00,E,7,60.148999999999994,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,30mins,30
13494,11:40:00,G,7,45.828,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,1hr,60
13496,11:40:00,I,7,50.123999999999995,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,2hr,120
13498,11:40:00,K,7,47.26,a,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,3hr,180
13500,11:40:00,M,7,2408.84,a,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,40,00,3hr,180
13502,11:40:00,O,7,2602.177,c,NANCI_UMP_sample,,r17U-TTATT-phos,TB_96_pool,none,0ng,0,11,40,00,3hr,180
13504,11:40:00,A,9,50.123999999999995,a,NANCI_UMP_standard,0.625,,,,,,11,40,00,NANCI_UMP_standard,0
13505,11:40:00,B,9,48.692,b,NANCI_UMP_standard,0.625,,,,,,11,40,00,NANCI_UMP_standard,0
13506,11:40:00,C,9,50.123999999999995,c,NANCI_UMP_standard,0.625,,,,,,11,40,00,NANCI_UMP_standard,0
13508,11:40:00,E,9,640.161,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,30mins,30
13510,11:40:00,G,9,843.523,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,1hr,60
13512,11:40:00,I,9,1286.0510000000002,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,2hr,120
13514,11:40:00,K,9,1356.225,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13516,11:40:00,M,9,35.803000000000004,a,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13518,11:40:00,O,9,42.964,c,NANCI_UMP_sample,,r17U-TTATT-phos,no_gRNA,IS1081_H6,,,11,40,00,3hr,180
13520,11:40:00,A,11,41.532,a,NANCI_UMP_standard,0.3125,,,,,,11,40,00,NANCI_UMP_standard,0
13521,11:40:00,B,11,40.1,b,NANCI_UMP_standard,0.3125,,,,,,11,40,00,NANCI_UMP_standard,0
13522,11:40:00,C,11,42.964,c,NANCI_UMP_standard,0.3125,,,,,,11,40,00,NANCI_UMP_standard,0
13524,11:40:00,E,11,108.84200000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,30mins,30
13526,11:40:00,G,11,137.484,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,1hr,60
13528,11:40:00,I,11,193.33700000000002,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,2hr,120
13530,11:40:00,K,11,293.586,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,400pM,2.4E9,11,40,00,3hr,180
13532,11:40:00,M,11,50.123999999999995,a,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,0nM,0,11,40,00,3hr,180
13534,11:40:00,O,11,30.075,c,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6,none,,,11,40,00,3hr,180
13536,11:40:00,A,13,28.643,a,NANCI_UMP_standard,0.15625,,,,,,11,40,00,NANCI_UMP_standard,0
13537,11:40:00,B,13,37.235,b,NANCI_UMP_standard,0.15625,,,,,,11,40,00,NANCI_UMP_standard,0
13538,11:40:00,C,13,41.532,c,NANCI_UMP_standard,0.15625,,,,,,11,40,00,NANCI_UMP_standard,0
13540,11:40:00,E,13,44.396,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,30mins,30
13542,11:40:00,G,13,74.471,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,1hr,60
13544,11:40:00,I,13,48.692,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,2hr,120
13546,11:40:00,K,13,52.989,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS1081_H6,40pM,2.4E8,11,40,00,3hr,180
13548,11:40:00,M,13,5727.081,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,IS1081_H6,4nM,2.4E10,11,40,00,3hr,180
13550,11:40:00,O,13,21.482,,,,r17U-TTATT-phos,,,,,11,40,00,,
13552,11:40:00,A,15,28.643,a,NANCI_UMP_standard,0.078125,,,,,,11,40,00,NANCI_UMP_standard,0
13553,11:40:00,B,15,21.482,b,NANCI_UMP_standard,0.078125,,,,,,11,40,00,NANCI_UMP_standard,0
13554,11:40:00,C,15,14.321,c,NANCI_UMP_standard,0.078125,,,,,,11,40,00,NANCI_UMP_standard,0
13556,11:40:00,E,15,28.643,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,30mins,30
13558,11:40:00,G,15,47.26,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,1hr,60
13560,11:40:00,I,15,34.371,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,2hr,120
13562,11:40:00,K,15,54.42100000000001,b,NANCI_UMP_cas12a_timing,,r17U-TTATT-phos,IS1081_H6,IS6110_A7,4nM,2.4E10,11,40,00,3hr,180
13564,11:40:00,M,15,5214.379,b,NANCI_UMP_sample,,r17U-TTATT-phos,IS1081_H6_IVT,none,0nM,0,11,40,00,3hr,180
13566,11:40:00,O,15,15.753,,,,r17U-TTATT-phos,,,,,11,40,00,,
13568,11:40:00,A,17,30.075,a,NANCI_UMP_standard,0.0390625,,,,,,11,40,00,NANCI_UMP_standard,0
13569,11:40:00,B,17,31.506999999999998,b,NANCI_UMP_standard,0.0390625,,,,,,11,40,00,NANCI_UMP_standard,0
13570,11:40:00,C,17,25.778000000000002,c,NANCI_UMP_standard,0.0390625,,,,,,11,40,00,NANCI_UMP_standard,0
